GISJOIN,YEAR,STATE,STATEA,COUNTY,full_name,AREANAME,total_white,free_black,total_asian,total_indian
G4700070,1870,Tennessee,470,Bledsoe,BLEDSOE,Bledsoe,4161,709,0,0
G4700090,1870,Tennessee,470,Blount,BLOUNT,Blount,12781,1456,0,0
G4700110,1870,Tennessee,470,Bradley,BRADLEY,Bradley,9952,1700,0,0
G4700130,1870,Tennessee,470,Campbell,CAMPBELL,Campbell,7017,428,0,0
G4700150,1870,Tennessee,470,Cannon,CANNON,Cannon,9575,927,0,0
G4700170,1870,Tennessee,470,Carroll,CARROLL,Carroll,14648,4799,0,0
G4700190,1870,Tennessee,470,Carter,CARTER,Carter,7336,573,0,0
G4700210,1870,Tennessee,470,Cheatham,CHEATHAM,Cheatham,5208,1470,0,0
G4700250,1870,Tennessee,470,Claiborne,CLAIBORNE,Claiborne,8563,758,0,0
G4700290,1870,Tennessee,470,Cocke,COCKE,Cocke,11184,1274,0,0
G4700310,1870,Tennessee,470,Coffee,COFFEE,Coffee,8736,1501,0,0
G4700350,1870,Tennessee,470,Cumberland,CUMBERLAND,Cumberland,3363,98,0,0
G4700370,1870,Tennessee,470,Davidson,DAVIDSON,Davidson,37468,25412,0,17
G4700390,1870,Tennessee,470,Decatur,DECATUR,Decatur,6716,1056,0,0
G4700410,1870,Tennessee,470,DeKalb,DEKALB,De Kalb,10321,1104,0,0
G4700430,1870,Tennessee,470,Dickson,DICKSON,Dickson,7663,1677,0,0
G4700450,1870,Tennessee,470,Dyer,DYER,Dyer,10813,2893,0,0
G4700470,1870,Tennessee,470,Fayette,FAYETTE,Fayette,9158,16987,0,0
G4700490,1870,Tennessee,470,Fentress,FENTRESS,Fentress,4547,170,0,0
G4700510,1870,Tennessee,470,Franklin,FRANKLIN,Franklin,11998,2972,0,0
G4700530,1870,Tennessee,470,Gibson,GIBSON,Gibson,18801,6865,0,0
G4700550,1870,Tennessee,470,Giles,GILES,Giles,19675,12738,0,0
G4700570,1870,Tennessee,470,Grainger,GRAINGER,Grainger,11391,1030,0,0
G4700590,1870,Tennessee,470,Greene,GREENE,Greene,19604,2064,0,0
G4700610,1870,Tennessee,470,Grundy,GRUNDY,Grundy,3113,137,0,0
G4700650,1870,Tennessee,470,Hamilton,HAMILTON,Hamilton,13053,4188,0,0
G4700670,1870,Tennessee,470,Hancock,HANCOCK,Hancock,6563,585,0,0
G4700690,1870,Tennessee,470,Hardeman,HARDEMAN,Hardeman,11218,6854,0,2
G4700710,1870,Tennessee,470,Hardin,HARDIN,Hardin,10321,1447,0,0
G4700730,1870,Tennessee,470,Hawkins,HAWKINS,Hawkins,13947,1889,0,1
G4700750,1870,Tennessee,470,Haywood,HAYWOOD,Haywood,11261,13832,0,1
G4700770,1870,Tennessee,470,Henderson,HENDERSON,Henderson,11809,2408,0,0
G4700790,1870,Tennessee,470,Henry,HENRY,Henry,15176,5204,0,0
G4700810,1870,Tennessee,470,Hickman,HICKMAN,Hickman,8385,1471,0,0
G4700850,1870,Tennessee,470,Humphreys,HUMPHREYS,Humphreys,8031,1295,0,0
G4700870,1870,Tennessee,470,Jackson,JACKSON,Jackson,11816,767,0,0
G4700890,1870,Tennessee,470,Jefferson,JEFFERSON,Jefferson,16566,2910,0,0
G4700910,1870,Tennessee,470,Johnson,JOHNSON,Johnson,5434,418,0,0
G4700930,1870,Tennessee,470,Knox,KNOX,Knox,24150,4840,0,0
G4700950,1870,Tennessee,470,Lake,LAKE,Lake,2035,393,0,0
G4700970,1870,Tennessee,470,Lauderdale,LAUDERDALE,Lauderdale,7354,3484,0,0
G4700990,1870,Tennessee,470,Lawrence,LAWRENCE,Lawrence,7036,565,0,0
G4701010,1870,Tennessee,470,Lewis,LEWIS,Lewis,1798,188,0,0
G4701030,1870,Tennessee,470,Lincoln,LINCOLN,Lincoln,22097,5953,0,0
G4701070,1870,Tennessee,470,McMinn,MCMINN,Mcminn,12139,1830,0,0
G4701090,1870,Tennessee,470,McNairy,MCNAIRY,Mcnairy,11226,1500,0,0
G4701110,1870,Tennessee,470,Macon,MACON,Macon,5842,791,0,0
G4701130,1870,Tennessee,470,Madison,MADISON,Madison,13328,10152,0,0
G4701150,1870,Tennessee,470,Marion,MARION,Marion,5926,915,0,0
G4701170,1870,Tennessee,470,Marshall,MARSHALL,Marshall,11822,4385,0,0
G4701190,1870,Tennessee,470,Maury,MAURY,Maury,20022,16265,0,2
G4701210,1870,Tennessee,470,Meigs,MEIGS,Meigs,4075,436,0,0
G4701230,1870,Tennessee,470,Monroe,MONROE,Monroe,11339,1235,0,15
G4701250,1870,Tennessee,470,Montgomery,MONTGOMERY,Montgomery,13077,11670,0,0
G4701290,1870,Tennessee,470,Morgan,MORGAN,Morgan,2868,101,0,0
G4701310,1870,Tennessee,470,Obion,OBION,Obion,13402,2182,0,0
G4701330,1870,Tennessee,470,Overton,OVERTON,Overton,10747,550,0,0
G4701350,1870,Tennessee,470,Perry,PERRY,Perry,6453,472,0,0
G4701390,1870,Tennessee,470,Polk,POLK,Polk,7049,313,0,7
G4701410,1870,Tennessee,470,Putnam,PUTNAM,Putnam,8168,530,0,0
G4701430,1870,Tennessee,470,Rhea,RHEA,Rhea,5007,531,0,0
G4701450,1870,Tennessee,470,Roane,ROANE,Roane,13494,2128,0,0
G4701470,1870,Tennessee,470,Robertson,ROBERTSON,Robertson,11353,4813,0,0
G4701490,1870,Tennessee,470,Rutherford,RUTHERFORD,Rutherford,16807,16478,0,4
G4701510,1870,Tennessee,470,Scott,SCOTT,Scott,4015,39,0,0
G4701530,1870,Tennessee,470,Sequatchie,SEQUATCHIE,Sequatchie,2160,175,0,0
G4701550,1870,Tennessee,470,Sevier,SEVIER,Sevier,10495,533,0,0
G4701570,1870,Tennessee,470,Shelby,SHELBY,Shelby,39737,36640,0,1
G4701590,1870,Tennessee,470,Smith,SMITH,Smith,12458,3536,0,0
G4701610,1870,Tennessee,470,Stewart,STEWART,Stewart,9319,2700,0,0
G4701630,1870,Tennessee,470,Sullivan,SULLIVAN,Sullivan,12279,857,0,0
G4701650,1870,Tennessee,470,Sumner,SUMNER,Sumner,15934,7777,0,0
G4701670,1870,Tennessee,470,Tipton,TIPTON,Tipton,7988,6891,0,5
G4701730,1870,Tennessee,470,Union,UNION,Union,7391,214,0,0
G4701750,1870,Tennessee,470,Van Buren,VAN BUREN,Van Buren,2569,156,0,0
G4701770,1870,Tennessee,470,Warren,WARREN,Warren,10753,1955,0,6
G4701790,1870,Tennessee,470,Washington,WASHINGTON,Washington,14703,1614,0,0
G4701810,1870,Tennessee,470,Wayne,WAYNE,Wayne,9316,893,0,0
G4701830,1870,Tennessee,470,Weakley,WEAKLEY,Weakley,16856,3899,0,0
G4701850,1870,Tennessee,470,White,WHITE,White,8295,1080,0,0
G4701870,1870,Tennessee,470,Williamson,WILLIAMSON,Williamson,13917,11411,0,0
G4701890,1870,Tennessee,470,Wilson,WILSON,Wilson,18544,7331,0,6
G4800010,1870,Texas,480,Anderson,ANDERSON,Anderson,4793,4436,0,0
G4800050,1870,Texas,480,Angelina,ANGELINA,Angelina,3243,742,0,0
G4800090,1870,Texas,480,Archer,ARCHER,Archer,,,,
G4800130,1870,Texas,480,Atascosa,ATASCOSA,Atascosa,2733,160,0,22
G4800150,1870,Texas,480,Austin,AUSTIN,Austin,8513,6574,0,0
G4800190,1870,Texas,480,Bandera,BANDERA,Bandera,631,18,0,0
G4800210,1870,Texas,480,Bastrop,BASTROP,Bastrop,7056,5233,0,1
G4800230,1870,Texas,480,Baylor,BAYLOR,Baylor,,,,
G4800250,1870,Texas,480,Bee,BEE,Bee,1013,69,0,0
G4800270,1870,Texas,480,Bell,BELL,Bell,8667,1104,0,0
G4800290,1870,Texas,480,Bexar,BEXAR,Bexar,13739,2303,0,1
G4800295,1870,Texas,480,Bexar District,BEXAR DISTRICT,Bexar District,1014,63,0,0
G4800310,1870,Texas,480,Blanco,BLANCO,Blanco,1143,44,0,0
G4800350,1870,Texas,480,Bosque,BOSQUE,Bosque,4453,528,0,0
G4800370,1870,Texas,480,Bowie,BOWIE,Bowie,2434,2249,0,1
G4800390,1870,Texas,480,Brazoria,BRAZORIA,Brazoria,1791,5736,0,0
G4800410,1870,Texas,480,Brazos,BRAZOS,Brazos,5446,3759,0,0
G4800490,1870,Texas,480,Brown,BROWN,Brown,507,37,0,0
G4800510,1870,Texas,480,Burleson,BURLESON,Burleson,5051,3021,0,0
G4800530,1870,Texas,480,Burnet,BURNET,Burnet,3330,358,0,0
G4800550,1870,Texas,480,Caldwell,CALDWELL,Caldwell,4041,2531,0,0
G4800570,1870,Texas,480,Calhoun,CALHOUN,Calhoun,2536,907,0,0
G4800590,1870,Texas,480,Callahan,CALLAHAN,Callahan,,,,
G4800610,1870,Texas,480,Cameron,CAMERON,Cameron,10842,157,0,0
G4800710,1870,Texas,480,Chambers,CHAMBERS,Chambers,1051,452,0,0
G4800730,1870,Texas,480,Cherokee,CHEROKEE,Cherokee,7794,3285,0,0
G4800770,1870,Texas,480,Clay,CLAY,Clay,,,,
G4800830,1870,Texas,480,Coleman,COLEMAN,Coleman,340,7,0,0
G4800850,1870,Texas,480,Collin,COLLIN,Collin,12348,1653,0,12
G4800890,1870,Texas,480,Colorado,COLORADO,Colorado,4625,3701,0,0
G4800910,1870,Texas,480,Comal,COMAL,Comal,4906,377,0,0
G4800930,1870,Texas,480,Comanche,COMANCHE,Comanche,977,24,0,0
G4800950,1870,Texas,480,Concho,CONCHO,Concho,,,,
G4800970,1870,Texas,480,Cooke,COOKE,Cooke,4827,471,0,17
G4800990,1870,Texas,480,Coryell,CORYELL,Coryell,3845,279,0,0
G4801130,1870,Texas,480,Dallas,DALLAS,Dallas,11197,2109,0,8
G4801135,1870,Texas,480,Davis,DAVIS,Davis,5496,3379,0,0
G4801210,1870,Texas,480,Denton,DENTON,Denton,6751,500,0,0
G4801230,1870,Texas,480,DeWitt,DEWITT,De Witt,4686,1757,0,0
G4801270,1870,Texas,480,Dimmit,DIMMIT,Dimmit,103,6,0,0
G4801310,1870,Texas,480,Duval,DUVAL,Duval,1080,3,0,0
G4801330,1870,Texas,480,Eastland,EASTLAND,Eastland,87,1,0,0
G4801370,1870,Texas,480,Edwards,EDWARDS,Edwards,,,,
G4801390,1870,Texas,480,Ellis,ELLIS,Ellis,6008,1506,0,0
G4801410,1870,Texas,480,El Paso,EL PASO,El Paso,3229,306,0,136
G4801415,1870,Texas,480,Encinal,ENCINAL,Encinal,427,0,0,0
G4801430,1870,Texas,480,Erath,ERATH,Erath,1712,89,0,0
G4801450,1870,Texas,480,Falls,FALLS,Falls,5145,4681,0,25
G4801470,1870,Texas,480,Fannin,FANNIN,Fannin,10721,2484,0,2
G4801490,1870,Texas,480,Fayette,FAYETTE,Fayette,10953,5901,0,9
G4801570,1870,Texas,480,Fort Bend,FORT BEND,Fort Bend,1604,5510,0,0
G4801610,1870,Texas,480,Freestone,FREESTONE,Freestone,4771,3368,0,0
G4801630,1870,Texas,480,Frio,FRIO,Frio,294,15,0,0
G4801670,1870,Texas,480,Galveston,GALVESTON,Galveston,12053,3236,0,1
G4801710,1870,Texas,480,Gillespie,GILLESPIE,Gillespie,3489,77,0,0
G4801750,1870,Texas,480,Goliad,GOLIAD,Goliad,2751,876,0,1
G4801770,1870,Texas,480,Gonzales,GONZALES,Gonzales,5269,3670,0,12
G4801810,1870,Texas,480,Grayson,GRAYSON,Grayson,12237,2145,0,5
G4801850,1870,Texas,480,Grimes,GRIMES,Grimes,5294,7921,0,3
G4801870,1870,Texas,480,Guadalupe,GUADALUPE,Guadalupe,4748,2534,0,0
G4801930,1870,Texas,480,Hamilton,HAMILTON,Hamilton,715,17,0,1
G4801970,1870,Texas,480,Hardeman,HARDEMAN,Hardeman,,,,
G4801990,1870,Texas,480,Hardin,HARDIN,Hardin,1218,242,0,0
G4802010,1870,Texas,480,Harris,HARRIS,Harris,10865,6509,0,1
G4802030,1870,Texas,480,Harrison,HARRISON,Harrison,4310,8931,0,0
G4802070,1870,Texas,480,Haskell,HASKELL,Haskell,,,,
G4802090,1870,Texas,480,Hays,HAYS,Hays,2871,1217,0,0
G4802130,1870,Texas,480,Henderson,HENDERSON,Henderson,5132,1654,0,0
G4802150,1870,Texas,480,Hidalgo,HIDALGO,Hidalgo,2345,41,0,1
G4802170,1870,Texas,480,Hill,HILL,Hill,6647,806,0,0
G4802210,1870,Texas,480,Hood,HOOD,Hood,2477,97,11,0
G4802230,1870,Texas,480,Hopkins,HOPKINS,Hopkins,11030,1620,0,1
G4802250,1870,Texas,480,Houston,HOUSTON,Houston,4605,3542,0,0
G4802310,1870,Texas,480,Hunt,HUNT,Hunt,9213,1078,0,0
G4802370,1870,Texas,480,Jack,JACK,Jack,620,72,1,1
G4802390,1870,Texas,480,Jackson,JACKSON,Jackson,1114,1164,0,0
G4802410,1870,Texas,480,Jasper,JASPER,Jasper,2459,1759,0,0
G4802450,1870,Texas,480,Jefferson,JEFFERSON,Jefferson,1408,498,0,0
G4802510,1870,Texas,480,Johnson,JOHNSON,Johnson,4639,279,0,5
G4802530,1870,Texas,480,Jones,JONES,Jones,,,,
G4802550,1870,Texas,480,Karnes,KARNES,Karnes,1426,279,0,0
G4802570,1870,Texas,480,Kaufman,KAUFMAN,Kaufman,6055,838,0,2
G4802590,1870,Texas,480,Kendall,KENDALL,Kendall,1435,101,0,0
G4802650,1870,Texas,480,Kerr,KERR,Kerr,952,90,0,0
G4802670,1870,Texas,480,Kimble,KIMBLE,Kimble,72,0,0,0
G4802710,1870,Texas,480,Kinney,KINNEY,Kinney,785,418,0,1
G4802750,1870,Texas,480,Knox,KNOX,Knox,,,,
G4802770,1870,Texas,480,Lamar,LAMAR,Lamar,11365,4410,0,15
G4802810,1870,Texas,480,Lampasas,LAMPASAS,Lampasas,1258,86,0,0
G4802830,1870,Texas,480,La Salle,LA SALLE,La Salle,68,1,0,0
G4802850,1870,Texas,480,Lavaca,LAVACA,Lavaca,6461,2707,0,0
G4802890,1870,Texas,480,Leon,LEON,Leon,3815,2708,0,0
G4802910,1870,Texas,480,Liberty,LIBERTY,Liberty,2415,1975,0,24
G4802930,1870,Texas,480,Limestone,LIMESTONE,Limestone,6662,1919,10,0
G4802970,1870,Texas,480,Live Oak,LIVE OAK,Live Oak,824,28,0,0
G4802990,1870,Texas,480,Llano,LLANO,Llano,1361,18,0,0
G4803070,1870,Texas,480,McCulloch,MCCULLOCH,Mcculloch,171,2,0,0
G4803090,1870,Texas,480,McLennan,MCLENNAN,Mclennan,8861,4627,0,12
G4803110,1870,Texas,480,McMullen,MCMULLEN,Mcmullen,218,12,0,0
G4803130,1870,Texas,480,Madison,MADISON,Madison,2591,1470,0,0
G4803150,1870,Texas,480,Marion,MARION,Marion,4200,4362,0,0
G4803190,1870,Texas,480,Mason,MASON,Mason,650,26,0,2
G4803210,1870,Texas,480,Matagorda,MATAGORDA,Matagorda,1254,2120,0,3
G4803230,1870,Texas,480,Maverick,MAVERICK,Maverick,1670,281,0,0
G4803250,1870,Texas,480,Medina,MEDINA,Medina,1986,92,0,0
G4803270,1870,Texas,480,Menard,MENARD,Menard,295,372,0,0
G4803310,1870,Texas,480,Milam,MILAM,Milam,6005,2977,0,2
G4803370,1870,Texas,480,Montague,MONTAGUE,Montague,861,24,0,5
G4803390,1870,Texas,480,Montgomery,MONTGOMERY,Montgomery,3131,3351,0,1
G4803470,1870,Texas,480,Nacogdoches,NACOGDOCHES,Nacogdoches,6307,3275,0,32
G4803490,1870,Texas,480,Navarro,NAVARRO,Navarro,6634,2245,0,0
G4803510,1870,Texas,480,Newton,NEWTON,Newton,1356,831,0,0
G4803550,1870,Texas,480,Nueces,NUECES,Nueces,3643,332,0,0
G4803610,1870,Texas,480,Orange,ORANGE,Orange,1005,250,0,0
G4803630,1870,Texas,480,Palo Pinto,PALO PINTO,Palo Pinto,,,,
G4803650,1870,Texas,480,Panola,PANOLA,Panola,6392,3727,0,0
G4803670,1870,Texas,480,Parker,PARKER,Parker,3893,293,0,0
G4803730,1870,Texas,480,Polk,POLK,Polk,4408,4298,0,1
G4803770,1870,Texas,480,Presidio,PRESIDIO,Presidio,1147,489,0,0
G4803870,1870,Texas,480,Red River,RED RIVER,Red River,6505,4148,0,0
G4803910,1870,Texas,480,Refugio,REFUGIO,Refugio,2078,246,0,0
G4803950,1870,Texas,480,Robertson,ROBERTSON,Robertson,5457,4530,3,0
G4803990,1870,Texas,480,Runnels,RUNNELS,Runnels,,,,
G4804010,1870,Texas,480,Rusk,RUSK,Rusk,9201,7715,0,0
G4804030,1870,Texas,480,Sabine,SABINE,Sabine,2149,1107,0,0
G4804050,1870,Texas,480,San Augustine,SAN AUGUSTINE,San Augustine,2231,1964,0,1
G4804090,1870,Texas,480,San Patricio,SAN PATRICIO,San Patricio,538,64,0,0
G4804110,1870,Texas,480,San Saba,SAN SABA,San Saba,1281,144,0,0
G4804170,1870,Texas,480,Shackelford,SHACKELFORD,Shackelford,400,55,0,0
G4804190,1870,Texas,480,Shelby,SHELBY,Shelby,3977,1755,0,0
G4804230,1870,Texas,480,Smith,SMITH,Smith,9401,7131,0,0
G4804270,1870,Texas,480,Starr,STARR,Starr,4136,18,0,0
G4804290,1870,Texas,480,Stephens,STEPHENS,Stephens,306,24,0,0
G4804390,1870,Texas,480,Tarrant,TARRANT,Tarrant,5083,705,0,0
G4804410,1870,Texas,480,Taylor,TAYLOR,Taylor,,,,
G4804470,1870,Texas,480,Throckmorton,THROCKMORTON,Throckmorton,,,,
G4804490,1870,Texas,480,Titus,TITUS,Titus,8519,2818,0,2
G4804530,1870,Texas,480,Travis,TRAVIS,Travis,8505,4647,0,1
G4804550,1870,Texas,480,Trinity,TRINITY,Trinity,3056,1084,0,1
G4804570,1870,Texas,480,Tyler,TYLER,Tyler,3538,1472,0,0
G4804590,1870,Texas,480,Upshur,UPSHUR,Upshur,7172,4867,0,0
G4804630,1870,Texas,480,Uvalde,UVALDE,Uvalde,778,73,0,0
G4804670,1870,Texas,480,Van Zandt,VAN ZANDT,Van Zandt,5812,682,0,0
G4804690,1870,Texas,480,Victoria,VICTORIA,Victoria,3092,1768,0,0
G4804710,1870,Texas,480,Walker,WALKER,Walker,3951,5823,0,2
G4804770,1870,Texas,480,Washington,WASHINGTON,Washington,10863,12241,0,0
G4804790,1870,Texas,480,Webb,WEBB,Webb,2613,2,0,0
G4804810,1870,Texas,480,Wharton,WHARTON,Wharton,514,2910,0,2
G4804850,1870,Texas,480,Wichita,WICHITA,Wichita,,,,
G4804870,1870,Texas,480,Wilbarger,WILBARGER,Wilbarger,,,,
G4804910,1870,Texas,480,Williamson,WILLIAMSON,Williamson,5563,801,0,4
G4804930,1870,Texas,480,Wilson,WILSON,Wilson,2093,463,0,0
G4804970,1870,Texas,480,Wise,WISE,Wise,1399,51,0,0
G4804990,1870,Texas,480,Wood,WOOD,Wood,5647,1247,0,0
G4805030,1870,Texas,480,Young,YOUNG,Young,131,4,0,0
G4805050,1870,Texas,480,Zapata,ZAPATA,Zapata,1488,0,0,0
G4805070,1870,Texas,480,Zavala,ZAVALA,Zavala,129,4,0,0
G4950015,1870,Utah Territory,495,Beaver,BEAVER,Beaver,2005,0,0,2
G4950035,1870,Utah Territory,495,Box Elder,BOX ELDER,Box Elder,4429,19,403,4
G4950055,1870,Utah Territory,495,Cache,CACHE,Cache,8219,5,0,5
G4950115,1870,Utah Territory,495,Davis,DAVIS,Davis,4454,0,0,5
G4950295,1870,Utah Territory,495,Iron,IRON,Iron,2262,0,0,15
G4950315,1870,Utah Territory,495,Juab,JUAB,Juab,2028,4,0,2
G4950335,1870,Utah Territory,495,Kane,KANE,Kane,1505,1,0,7
G4950375,1870,Utah Territory,495,Millard,MILLARD,Millard,2665,1,0,87
G4950395,1870,Utah Territory,495,Morgan,MORGAN,Morgan,1970,2,0,0
G4950415,1870,Utah Territory,495,Piute,PIUTE,Piute,80,0,0,2
G4950435,1870,Utah Territory,495,Rich,RICH,Rich,1953,0,0,2
G4950495,1870,Utah Territory,495,Salt Lake,SALT LAKE,Salt Lake,18277,51,0,9
G4950535,1870,Utah Territory,495,Sanpete,SANPETE,Sanpete,6771,0,0,15
G4950555,1870,Utah Territory,495,Sevier,SEVIER,Sevier,19,0,0,0
G4950595,1870,Utah Territory,495,Summit,SUMMIT,Summit,2467,4,39,2
G4950615,1870,Utah Territory,495,Tooele,TOOELE,Tooele,2177,0,0,0
G4950675,1870,Utah Territory,495,Utah,UTAH,Utah,12185,6,0,12
G4950715,1870,Utah Territory,495,Wasatch,WASATCH,Wasatch,1244,0,0,0
G4950735,1870,Utah Territory,495,Washington,WASHINGTON,Washington,3052,4,0,8
G4950755,1870,Utah Territory,495,Weber,WEBER,Weber,7833,21,3,1
G5000010,1870,Vermont,500,Addison,ADDISON,Addison,23378,106,0,0
G5000030,1870,Vermont,500,Bennington,BENNINGTON,Bennington,21176,149,0,0
G5000050,1870,Vermont,500,Caledonia,CALEDONIA,Caledonia,22220,15,0,0
G5000070,1870,Vermont,500,Chittenden,CHITTENDEN,Chittenden,36350,130,0,0
G5000090,1870,Vermont,500,Essex,ESSEX,Essex,6805,3,0,3
G5000110,1870,Vermont,500,Franklin,FRANKLIN,Franklin,30193,98,0,0
G5000130,1870,Vermont,500,Grand Isle,GRAND ISLE,Grand Isle,4071,5,0,6
G5000150,1870,Vermont,500,Lamoille,LAMOILLE,Lamoille,12438,5,0,5
G5000170,1870,Vermont,500,Orange,ORANGE,Orange,23077,13,0,0
G5000190,1870,Vermont,500,Orleans,ORLEANS,Orleans,21006,29,0,0
G5000210,1870,Vermont,500,Rutland,RUTLAND,Rutland,40469,182,0,0
G5000230,1870,Vermont,500,Washington,WASHINGTON,Washington,26491,29,0,0
G5000250,1870,Vermont,500,Windham,WINDHAM,Windham,25986,50,0,0
G5000270,1870,Vermont,500,Windsor,WINDSOR,Windsor,35953,110,0,0
G5100010,1870,Virginia,510,Accomack,ACCOMACK,Accomack,12567,7842,0,0
G5100030,1870,Virginia,510,Albemarle,ALBEMARLE,Albemarle,12550,14994,0,0
G5100035,1870,Virginia,510,Alexandria,ALEXANDRIA,Alexandria,9444,7310,1,0
G5100050,1870,Virginia,510,Alleghany,ALLEGHANY,Alleghany,3095,579,0,0
G5100070,1870,Virginia,510,Amelia,AMELIA,Amelia,3055,6823,0,0
G5100090,1870,Virginia,510,Amherst,AMHERST,Amherst,8184,6704,0,12
G5100110,1870,Virginia,510,Appomattox,APPOMATTOX,Appomattox,4414,4536,0,0
G5100150,1870,Virginia,510,Augusta,AUGUSTA,Augusta,22026,6737,0,0
G5100170,1870,Virginia,510,Bath,BATH,Bath,2906,889,0,0
G5100190,1870,Virginia,510,Bedford,BEDFORD,Bedford,14557,10770,0,0
G5100210,1870,Virginia,510,Bland,BLAND,Bland,3783,217,0,0
G5100230,1870,Virginia,510,Botetourt,BOTETOURT,Botetourt,8166,3163,0,0
G5100250,1870,Virginia,510,Brunswick,BRUNSWICK,Brunswick,4525,8902,0,0
G5100270,1870,Virginia,510,Buchanan,BUCHANAN,Buchanan,3730,47,0,0
G5100290,1870,Virginia,510,Buckingham,BUCKINGHAM,Buckingham,5660,7711,0,0
G5100310,1870,Virginia,510,Campbell,CAMPBELL,Campbell,14041,14343,0,0
G5100330,1870,Virginia,510,Caroline,CAROLINE,Caroline,7077,8038,0,13
G5100350,1870,Virginia,510,Carroll,CARROLL,Carroll,8819,328,0,0
G5100360,1870,Virginia,510,Charles City,CHARLES CITY,Charles City,1822,3153,0,0
G5100370,1870,Virginia,510,Charlotte,CHARLOTTE,Charlotte,4900,9613,0,0
G5100410,1870,Virginia,510,Chesterfield,CHESTERFIELD,Chesterfield,9730,8733,0,7
G5100430,1870,Virginia,510,Clarke,CLARKE,Clarke,4511,2159,0,0
G5100450,1870,Virginia,510,Craig,CRAIG,Craig,2712,230,0,0
G5100470,1870,Virginia,510,Culpeper,CULPEPER,Culpeper,6058,6169,0,0
G5100490,1870,Virginia,510,Cumberland,CUMBERLAND,Cumberland,2709,5433,0,0
G5100530,1870,Virginia,510,Dinwiddie,DINWIDDIE,Dinwiddie,13017,17664,0,21
G5100550,1870,Virginia,510,Elizabeth City,ELIZABETH CITY,Elizabeth City,2832,5471,0,0
G5100570,1870,Virginia,510,Essex,ESSEX,Essex,3277,6650,0,0
G5100590,1870,Virginia,510,Fairfax,FAIRFAX,Fairfax,8667,4284,1,0
G5100610,1870,Virginia,510,Fauquier,FAUQUIER,Fauquier,11834,7856,0,0
G5100630,1870,Virginia,510,Floyd,FLOYD,Floyd,8827,997,0,0
G5100650,1870,Virginia,510,Fluvanna,FLUVANNA,Fluvanna,4778,5097,0,0
G5100670,1870,Virginia,510,Franklin,FRANKLIN,Franklin,12268,5996,0,0
G5100690,1870,Virginia,510,Frederick,FREDERICK,Frederick,13863,2733,0,0
G5100710,1870,Virginia,510,Giles,GILES,Giles,5272,598,0,5
G5100730,1870,Virginia,510,Gloucester,GLOUCESTER,Gloucester,4782,5429,0,0
G5100750,1870,Virginia,510,Goochland,GOOCHLAND,Goochland,3711,6601,0,1
G5100770,1870,Virginia,510,Grayson,GRAYSON,Grayson,8833,754,0,0
G5100790,1870,Virginia,510,Greene,GREENE,Greene,3182,1452,0,0
G5100810,1870,Virginia,510,Greensville,GREENSVILLE,Greensville,2155,4207,0,0
G5100830,1870,Virginia,510,Halifax,HALIFAX,Halifax,11562,16266,0,0
G5100850,1870,Virginia,510,Hanover,HANOVER,Hanover,7893,8562,0,0
G5100870,1870,Virginia,510,Henrico,HENRICO,Henrico,35148,31031,0,0
G5100890,1870,Virginia,510,Henry,HENRY,Henry,6722,5581,0,0
G5100910,1870,Virginia,510,Highland,HIGHLAND,Highland,3803,348,0,0
G5100930,1870,Virginia,510,Isle Of Wight,ISLE OF WIGHT,Isle Of Wight,4874,3446,0,0
G5100950,1870,Virginia,510,James City,JAMES CITY,James City,1985,2440,0,0
G5100970,1870,Virginia,510,King And Queen,KING AND QUEEN,King And Queen,4221,5488,0,0
G5100990,1870,Virginia,510,King George,KING GEORGE,King George,2927,2815,0,0
G5101010,1870,Virginia,510,King William,KING WILLIAM,King William,2943,4455,0,117
G5101030,1870,Virginia,510,Lancaster,LANCASTER,Lancaster,2198,3157,0,0
G5101050,1870,Virginia,510,Lee,LEE,Lee,12263,1005,0,0
G5101070,1870,Virginia,510,Loudoun,LOUDOUN,Loudoun,15238,5691,0,0
G5101090,1870,Virginia,510,Louisa,LOUISA,Louisa,6269,10063,0,0
G5101110,1870,Virginia,510,Lunenburg,LUNENBURG,Lunenburg,4344,6059,0,0
G5101130,1870,Virginia,510,Madison,MADISON,Madison,4959,3711,0,0
G5101150,1870,Virginia,510,Mathews,MATHEWS,Matthews,4104,2096,0,0
G5101170,1870,Virginia,510,Mecklenburg,MECKLENBURG,Mecklenburg,7162,14156,0,0
G5101190,1870,Virginia,510,Middlesex,MIDDLESEX,Middlesex,2459,2522,0,0
G5101210,1870,Virginia,510,Montgomery,MONTGOMERY,Montgomery,9674,2882,0,0
G5101230,1870,Virginia,510,Nansemond,NANSEMOND,Nansemond,6059,5517,0,0
G5101250,1870,Virginia,510,Nelson,NELSON,Nelson,7586,6312,0,0
G5101270,1870,Virginia,510,New Kent,NEW KENT,New Kent,2005,2361,0,15
G5101290,1870,Virginia,510,Norfolk,NORFOLK,Norfolk,24380,22320,0,2
G5101310,1870,Virginia,510,Northampton,NORTHAMPTON,Northampton,3198,4848,0,0
G5101330,1870,Virginia,510,Northumberland,NORTHUMBERLAND,Northumberland,3808,3054,0,1
G5101350,1870,Virginia,510,Nottoway,NOTTOWAY,Nottoway,2241,7050,0,0
G5101370,1870,Virginia,510,Orange,ORANGE,Orange,4938,5458,0,0
